Stress_info	Sample_description	BioSample	BioProject	Tissue
Aglycines	control_res	SAMN05327832	PRJNA327272	leaves
Aglycines	control_res	SAMN05327833	PRJNA327272	leaves
Aglycines	control_res	SAMN05327831	PRJNA327272	leaves
Aglycines	control_sus	SAMN05327843	PRJNA327272	leaves
Aglycines	control_sus	SAMN05327844	PRJNA327272	leaves
Aglycines	control_sus	SAMN05327845	PRJNA327272	leaves
Aglycines	stress_res_12h	SAMN05327837	PRJNA327272	leaves
Aglycines	stress_res_12h	SAMN05327838	PRJNA327272	leaves
Aglycines	stress_res_12h	SAMN05327839	PRJNA327272	leaves
Aglycines	stress_res_48h	SAMN05327840	PRJNA327272	leaves
Aglycines	stress_res_48h	SAMN05327841	PRJNA327272	leaves
Aglycines	stress_res_48h	SAMN05327842	PRJNA327272	leaves
Aglycines	stress_res_6h	SAMN05327834	PRJNA327272	leaves
Aglycines	stress_res_6h	SAMN05327835	PRJNA327272	leaves
Aglycines	stress_res_6h	SAMN05327836	PRJNA327272	leaves
Aglycines	stress_sus_12h	SAMN05327849	PRJNA327272	leaves
Aglycines	stress_sus_12h	SAMN05327850	PRJNA327272	leaves
Aglycines	stress_sus_12h	SAMN05327851	PRJNA327272	leaves
Aglycines	stress_sus_48h	SAMN05327853	PRJNA327272	leaves
Aglycines	stress_sus_48h	SAMN05327852	PRJNA327272	leaves
Aglycines	stress_sus_48h	SAMN05327854	PRJNA327272	leaves
Aglycines	stress_sus_6h	SAMN05327846	PRJNA327272	leaves
Aglycines	stress_sus_6h	SAMN05327847	PRJNA327272	leaves
Aglycines	stress_sus_6h	SAMN05327848	PRJNA327272	leaves
Aglycines	control_24HAI_antibiotic	SAMN13520113	PRJNA594515	leaves
Aglycines	control_24HAI_antibiotic	SAMN13520112	PRJNA594515	leaves
Aglycines	control_24HAI_antibiotic	SAMN13520111	PRJNA594515	leaves
Aglycines	control_24HAI_antixenotic	SAMN13520067	PRJNA594515	leaves
Aglycines	control_24HAI_antixenotic	SAMN13520066	PRJNA594515	leaves
Aglycines	control_24HAI_antixenotic	SAMN13520065	PRJNA594515	leaves
Aglycines	control_24HAI_susceptible	SAMN13520095	PRJNA594515	leaves
Aglycines	control_24HAI_susceptible	SAMN13520094	PRJNA594515	leaves
Aglycines	control_24HAI_susceptible	SAMN13520093	PRJNA594515	leaves
Aglycines	control_48HAI_antibiotic	SAMN13520107	PRJNA594515	leaves
Aglycines	control_48HAI_antibiotic	SAMN13520106	PRJNA594515	leaves
Aglycines	control_48HAI_antibiotic	SAMN13520105	PRJNA594515	leaves
Aglycines	control_48HAI_antixenotic	SAMN13520061	PRJNA594515	leaves
Aglycines	control_48HAI_antixenotic	SAMN13520060	PRJNA594515	leaves
Aglycines	control_48HAI_antixenotic	SAMN13520059	PRJNA594515	leaves
Aglycines	control_48HAI_susceptible	SAMN13520079	PRJNA594515	leaves
Aglycines	control_48HAI_susceptible	SAMN13520078	PRJNA594515	leaves
Aglycines	control_48HAI_susceptible	SAMN13520077	PRJNA594515	leaves
Aglycines	control_96HAI_antibiotic	SAMN13520101	PRJNA594515	leaves
Aglycines	control_96HAI_antibiotic	SAMN13520100	PRJNA594515	leaves
Aglycines	control_96HAI_antibiotic	SAMN13520099	PRJNA594515	leaves
Aglycines	control_96HAI_antixenotic	SAMN13520119	PRJNA594515	leaves
Aglycines	control_96HAI_antixenotic	SAMN13520118	PRJNA594515	leaves
Aglycines	control_96HAI_antixenotic	SAMN13520117	PRJNA594515	leaves
Aglycines	control_96HAI_susceptible	SAMN13520073	PRJNA594515	leaves
Aglycines	control_96HAI_susceptible	SAMN13520072	PRJNA594515	leaves
Aglycines	control_96HAI_susceptible	SAMN13520071	PRJNA594515	leaves
Aglycines	stress_24HAI_antibiotic	SAMN13520110	PRJNA594515	leaves
Aglycines	stress_24HAI_antibiotic	SAMN13520109	PRJNA594515	leaves
Aglycines	stress_24HAI_antibiotic	SAMN13520108	PRJNA594515	leaves
Aglycines	stress_24HAI_antixenotic	SAMN13520064	PRJNA594515	leaves
Aglycines	stress_24HAI_antixenotic	SAMN13520063	PRJNA594515	leaves
Aglycines	stress_24HAI_antixenotic	SAMN13520062	PRJNA594515	leaves
Aglycines	stress_24HAI_susceptible	SAMN13520082	PRJNA594515	leaves
Aglycines	stress_24HAI_susceptible	SAMN13520081	PRJNA594515	leaves
Aglycines	stress_24HAI_susceptible	SAMN13520080	PRJNA594515	leaves
Aglycines	stress_48HAI_antibiotic	SAMN13520104	PRJNA594515	leaves
Aglycines	stress_48HAI_antibiotic	SAMN13520103	PRJNA594515	leaves
Aglycines	stress_48HAI_antibiotic	SAMN13520102	PRJNA594515	leaves
Aglycines	stress_48HAI_antixenotic	SAMN13520122	PRJNA594515	leaves
Aglycines	stress_48HAI_antixenotic	SAMN13520121	PRJNA594515	leaves
Aglycines	stress_48HAI_antixenotic	SAMN13520120	PRJNA594515	leaves
Aglycines	stress_48HAI_susceptible	SAMN13520076	PRJNA594515	leaves
Aglycines	stress_48HAI_susceptible	SAMN13520075	PRJNA594515	leaves
Aglycines	stress_48HAI_susceptible	SAMN13520074	PRJNA594515	leaves
Aglycines	stress_96HAI_antibiotic	SAMN13520097	PRJNA594515	leaves
Aglycines	stress_96HAI_antibiotic	SAMN13520096	PRJNA594515	leaves
Aglycines	stress_96HAI_antibiotic	SAMN13520098	PRJNA594515	leaves
Aglycines	stress_96HAI_antixenotic	SAMN13520116	PRJNA594515	leaves
Aglycines	stress_96HAI_antixenotic	SAMN13520114	PRJNA594515	leaves
Aglycines	stress_96HAI_antixenotic	SAMN13520115	PRJNA594515	leaves
Aglycines	stress_96HAI_susceptible	SAMN13520070	PRJNA594515	leaves
Aglycines	stress_96HAI_susceptible	SAMN13520068	PRJNA594515	leaves
Aglycines	stress_96HAI_susceptible	SAMN13520069	PRJNA594515	leaves
SBA	res_0h	SAMN03473672	PRJNA280872	leaves
SBA	res_0h	SAMN03473677	PRJNA280872	leaves
SBA	res_24h	SAMN03473675	PRJNA280872	leaves
SBA	res_24h	SAMN03473680	PRJNA280872	leaves
SBA	res_48h	SAMN03473676	PRJNA280872	leaves
SBA	res_48h	SAMN03473681	PRJNA280872	leaves
SBA	res_4h	SAMN03473673	PRJNA280872	leaves
SBA	res_4h	SAMN03473678	PRJNA280872	leaves
SBA	res_8h	SAMN03473674	PRJNA280872	leaves
SBA	res_8h	SAMN03473679	PRJNA280872	leaves
SBA	sus_0h	SAMN03473682	PRJNA280872	leaves
SBA	sus_0h	SAMN03473687	PRJNA280872	leaves
SBA	sus_24h	SAMN03473685	PRJNA280872	leaves
SBA	sus_24h	SAMN03473690	PRJNA280872	leaves
SBA	sus_48h	SAMN03473686	PRJNA280872	leaves
SBA	sus_48h	SAMN03473671	PRJNA280872	leaves
SBA	sus_4h	SAMN03473683	PRJNA280872	leaves
SBA	sus_4h	SAMN03473688	PRJNA280872	leaves
SBA	sus_8h	SAMN03473684	PRJNA280872	leaves
SBA	sus_8h	SAMN03473689	PRJNA280872	leaves
Foxysporum	control_72h	SAMN03406697	PRJNA278121	root
Foxysporum	control_72h	SAMN03406696	PRJNA278121	root
Foxysporum	control_72h	SAMN03406694	PRJNA278121	root
Foxysporum	control_96h	SAMN03406695	PRJNA278121	root
Foxysporum	control_96h	SAMN03406693	PRJNA278121	root
Foxysporum	control_96h	SAMN03406702	PRJNA278121	root
Foxysporum	stress_72h_FO36	SAMN03406706	PRJNA278121	root
Foxysporum	stress_72h_FO36	SAMN03406703	PRJNA278121	root
Foxysporum	stress_72h_FO36	SAMN03406710	PRJNA278121	root
Foxysporum	stress_72h_FO40	SAMN03406700	PRJNA278121	root
Foxysporum	stress_72h_FO40	SAMN03406708	PRJNA278121	root
Foxysporum	stress_72h_FO40	SAMN03406705	PRJNA278121	root
Foxysporum	stress_96h_FO36	SAMN03406709	PRJNA278121	root
Foxysporum	stress_96h_FO36	SAMN03406707	PRJNA278121	root
Foxysporum	stress_96h_FO36	SAMN03406701	PRJNA278121	root
Foxysporum	stress_96h_FO40	SAMN03406698	PRJNA278121	root
Foxysporum	stress_96h_FO40	SAMN03406704	PRJNA278121	root
Foxysporum	stress_96h_FO40	SAMN03406699	PRJNA278121	root
Foxysporum	control_393826	SAMN07342102	PRJNA393826	root
Foxysporum	control_393826	SAMN07342103	PRJNA393826	root
Foxysporum	control_393826	SAMN07342104	PRJNA393826	root
Foxysporum	stress_393826	SAMN07342107	PRJNA393826	root
Foxysporum	stress_393826	SAMN07342106	PRJNA393826	root
Foxysporum	stress_393826	SAMN07342105	PRJNA393826	root
Foxysporum	control_599037	SAMN13743066	PRJNA599037	root
Foxysporum	control_599037	SAMN13743067	PRJNA599037	root
Foxysporum	control_599037	SAMN13743065	PRJNA599037	root
Foxysporum	stress_599037	SAMN13743070	PRJNA599037	root
Foxysporum	stress_599037	SAMN13743068	PRJNA599037	root
Foxysporum	stress_599037	SAMN13743069	PRJNA599037	root
Fvirguliforme	control_10-24days	SAMN05714715	PRJNA340881	root
Fvirguliforme	control_3-5days	SAMN05714716	PRJNA340881	root
Fvirguliforme	stress_10-24days	SAMN05714713	PRJNA340881	root
Fvirguliforme	stress_3-5days	SAMN05714714	PRJNA340881	root
Fvirguliforme	control_0dpi	SAMN12099668	PRJNA549915	root
Fvirguliforme	control_0dpi	SAMN12099674	PRJNA549915	root
Fvirguliforme	control_0dpi	SAMN12099680	PRJNA549915	root
Fvirguliforme	control_10dpi	SAMN12099684	PRJNA549915	root
Fvirguliforme	control_10dpi	SAMN12099678	PRJNA549915	root
Fvirguliforme	control_10dpi	SAMN12099672	PRJNA549915	root
Fvirguliforme	control_14dpi	SAMN12099685	PRJNA549915	root
Fvirguliforme	control_14dpi	SAMN12099673	PRJNA549915	root
Fvirguliforme	control_14dpi	SAMN12099679	PRJNA549915	root
Fvirguliforme	control_2dpi	SAMN12099669	PRJNA549915	root
Fvirguliforme	control_2dpi	SAMN12099681	PRJNA549915	root
Fvirguliforme	control_2dpi	SAMN12099675	PRJNA549915	root
Fvirguliforme	control_4dpi	SAMN12099676	PRJNA549915	root
Fvirguliforme	control_4dpi	SAMN12099670	PRJNA549915	root
Fvirguliforme	control_4dpi	SAMN12099682	PRJNA549915	root
Fvirguliforme	control_7dpi	SAMN12099683	PRJNA549915	root
Fvirguliforme	control_7dpi	SAMN12099677	PRJNA549915	root
Fvirguliforme	control_7dpi	SAMN12099671	PRJNA549915	root
Fvirguliforme	stress_0dpi	SAMN12099650	PRJNA549915	root
Fvirguliforme	stress_0dpi	SAMN12099656	PRJNA549915	root
Fvirguliforme	stress_0dpi	SAMN12099662	PRJNA549915	root
Fvirguliforme	stress_10dpi	SAMN12099666	PRJNA549915	root
Fvirguliforme	stress_10dpi	SAMN12099654	PRJNA549915	root
Fvirguliforme	stress_10dpi	SAMN12099660	PRJNA549915	root
Fvirguliforme	stress_14dpi	SAMN12099661	PRJNA549915	root
Fvirguliforme	stress_14dpi	SAMN12099667	PRJNA549915	root
Fvirguliforme	stress_14dpi	SAMN12099655	PRJNA549915	root
Fvirguliforme	stress_2dpi	SAMN12099657	PRJNA549915	root
Fvirguliforme	stress_2dpi	SAMN12099651	PRJNA549915	root
Fvirguliforme	stress_2dpi	SAMN12099663	PRJNA549915	root
Fvirguliforme	stress_4dpi	SAMN12099652	PRJNA549915	root
Fvirguliforme	stress_4dpi	SAMN12099664	PRJNA549915	root
Fvirguliforme	stress_4dpi	SAMN12099658	PRJNA549915	root
Fvirguliforme	stress_7dpi	SAMN12099665	PRJNA549915	root
Fvirguliforme	stress_7dpi	SAMN12099653	PRJNA549915	root
Fvirguliforme	stress_7dpi	SAMN12099659	PRJNA549915	root
Hglycines	control_10days	SAMN04364218	PRJNA306741	root
Hglycines	control_10days	SAMN04364219	PRJNA306741	root
Hglycines	control_10days	SAMN04362176	PRJNA306741	root
Hglycines	stress_10days	SAMN04364221	PRJNA306741	root
Hglycines	stress_10days	SAMN04364220	PRJNA306741	root
Hglycines	stress_10days	SAMN04364222	PRJNA306741	root
Hglycines	stress_15days	SAMN04364223	PRJNA306741	root
Hglycines	stress_15days	SAMN04364225	PRJNA306741	root
Hglycines	stress_15days	SAMN04364224	PRJNA306741	root
Hglycines	stress_20days	SAMN04364229	PRJNA306741	root
Hglycines	stress_20days	SAMN04364226	PRJNA306741	root
Hglycines	stress_20days	SAMN04364228	PRJNA306741	root
Hglycines	control_res	SAMN11476341	PRJNA534069	root
Hglycines	control_res	SAMN11476340	PRJNA534069	root
Hglycines	control_res	SAMN11476395	PRJNA534069	root
Hglycines	control_sus	SAMN11476345	PRJNA534069	root
Hglycines	control_sus	SAMN11476346	PRJNA534069	root
Hglycines	control_sus	SAMN11476347	PRJNA534069	root
Hglycines	stress_res	SAMN11476393	PRJNA534069	root
Hglycines	stress_res	SAMN11476394	PRJNA534069	root
Hglycines	stress_res	SAMN11476392	PRJNA534069	root
Hglycines	stress_sus	SAMN11476343	PRJNA534069	root
Hglycines	stress_sus	SAMN11476344	PRJNA534069	root
Hglycines	stress_sus	SAMN11476342	PRJNA534069	root
MAMP	control_LD	SAMN01886342	PRJNA186522	leaves
MAMP	control_LD	SAMN01886343	PRJNA186522	leaves
MAMP	control_LD	SAMN01886344	PRJNA186522	leaves
MAMP	control_LDX	SAMN01886345	PRJNA186522	leaves
MAMP	control_LDX	SAMN01886346	PRJNA186522	leaves
MAMP	control_LDX	SAMN01886347	PRJNA186522	leaves
MAMP	control_RIL-11268	SAMN01886348	PRJNA186522	leaves
MAMP	control_RIL-11268	SAMN01886349	PRJNA186522	leaves
MAMP	control_RIL-11268	SAMN01886350	PRJNA186522	leaves
MAMP	control_RIL-11272	SAMN01886351	PRJNA186522	leaves
MAMP	control_RIL-11272	SAMN01886352	PRJNA186522	leaves
MAMP	control_RIL-11272	SAMN01886353	PRJNA186522	leaves
MAMP	stress_LD	SAMN01886330	PRJNA186522	leaves
MAMP	stress_LD	SAMN01886331	PRJNA186522	leaves
MAMP	stress_LD	SAMN01886332	PRJNA186522	leaves
MAMP	stress_LDX	SAMN01886333	PRJNA186522	leaves
MAMP	stress_LDX	SAMN01886334	PRJNA186522	leaves
MAMP	stress_LDX	SAMN01886335	PRJNA186522	leaves
MAMP	stress_RIL-11268	SAMN01886336	PRJNA186522	leaves
MAMP	stress_RIL-11268	SAMN01886337	PRJNA186522	leaves
MAMP	stress_RIL-11268	SAMN01886338	PRJNA186522	leaves
MAMP	stress_RIL-11272	SAMN01886339	PRJNA186522	leaves
MAMP	stress_RIL-11272	SAMN01886340	PRJNA186522	leaves
MAMP	stress_RIL-11272	SAMN01886341	PRJNA186522	leaves
Pgregata	control_res	SAMN05915162	PRJNA348731	leaves
Pgregata	control_res	SAMN05915164	PRJNA348731	root
Pgregata	control_res	SAMN05915163	PRJNA348731	shoot
Pgregata	control_sus	SAMN05915168	PRJNA348731	leaves
Pgregata	control_sus	SAMN05915170	PRJNA348731	root
Pgregata	control_sus	SAMN05915169	PRJNA348731	shoot
Pgregata	stress_res	SAMN05915159	PRJNA348731	leaves
Pgregata	stress_res	SAMN05915161	PRJNA348731	root
Pgregata	stress_res	SAMN05915160	PRJNA348731	shoot
Pgregata	stress_sus	SAMN05915165	PRJNA348731	leaves
Pgregata	stress_sus	SAMN05915167	PRJNA348731	root
Pgregata	stress_sus	SAMN05915166	PRJNA348731	shoot
Pgregata	control_12h	SAMN12040107	PRJNA548564	leaves
Pgregata	control_12h	SAMN12040111	PRJNA548564	root
Pgregata	control_24h	SAMN12040113	PRJNA548564	leaves
Pgregata	control_24h	SAMN12040117	PRJNA548564	root
Pgregata	control_24h	SAMN12040115	PRJNA548564	shoot
Pgregata	control_36h	SAMN12040119	PRJNA548564	leaves
Pgregata	control_36h	SAMN12040121	PRJNA548564	shoot
Pgregata	stress_12h	SAMN12040106	PRJNA548564	leaves
Pgregata	stress_12h	SAMN12040110	PRJNA548564	root
Pgregata	stress_12h	SAMN12040108	PRJNA548564	shoot
Pgregata	stress_24h	SAMN12040116	PRJNA548564	root
Pgregata	stress_24h	SAMN12040114	PRJNA548564	shoot
Pgregata	stress_36h	SAMN12040118	PRJNA548564	leaves
Pgregata	stress_36h	SAMN12040122	PRJNA548564	root
Pgregata	stress_36h	SAMN12040120	PRJNA548564	shoot
Ppachyrhizi	control_res_24h	SAMD00117547	PRJDB7011	leaves
Ppachyrhizi	control_res_24h	SAMD00117548	PRJDB7011	leaves
Ppachyrhizi	control_res_24h	SAMD00117549	PRJDB7011	leaves
Ppachyrhizi	control_sus_24h	SAMD00117543	PRJDB7011	leaves
Ppachyrhizi	control_sus_24h	SAMD00117541	PRJDB7011	leaves
Ppachyrhizi	control_sus_24h	SAMD00117542	PRJDB7011	leaves
Ppachyrhizi	stress_res_24h	SAMD00117551	PRJDB7011	leaves
Ppachyrhizi	stress_res_24h	SAMD00117550	PRJDB7011	leaves
Ppachyrhizi	stress_res_24h	SAMD00117552	PRJDB7011	leaves
Ppachyrhizi	stress_sus_24h	SAMD00117544	PRJDB7011	leaves
Ppachyrhizi	stress_sus_24h	SAMD00117545	PRJDB7011	leaves
Ppachyrhizi	stress_sus_24h	SAMD00117546	PRJDB7011	leaves
Ppachyrhizi	stress_10dai	SAMN12769009	PRJNA565800	leaves
Ppachyrhizi	stress_14dai	SAMN12769010	PRJNA565800	leaves
Ppachyrhizi	stress_3dai	SAMN12769007	PRJNA565800	leaves
Ppachyrhizi	stress_7dai	SAMN12769008	PRJNA565800	leaves
Ppachyrhizi	control	SAMN00738707	PRJNA80173	leaves
Ppachyrhizi	stress_10dai	SAMN00738706	PRJNA80173	leaves
Ppachyrhizi	stress_48hai	SAMN02147117	PRJNA80173	leaves
Ppachyrhizi	stress_7hai	SAMN02147106	PRJNA80173	leaves
Psojae	control_rps	SAMN02225602	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225604	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225600	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225609	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225605	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225607	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225601	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225606	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225603	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225608	PRJNA210431	hypocotyl
Psojae	control_rps	SAMN02225599	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225598	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225589	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225590	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225592	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225594	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225595	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225593	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225596	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225597	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225610	PRJNA210431	hypocotyl
Psojae	stress_rps	SAMN02225591	PRJNA210431	hypocotyl
Psojae	control_0hpi	SAMN04811513	PRJNA318321	root
Psojae	stress_0.5hpi	SAMN04811539	PRJNA318321	root
Psojae	stress_12hpi	SAMN04811604	PRJNA318321	root
Psojae	stress_3hpi	SAMN04811569	PRJNA318321	root
Psojae	stress_6hpi	SAMN04811577	PRJNA318321	root
Psojae	control	SAMN09513424	PRJNA478334	root
Psojae	control	SAMN09513425	PRJNA478334	root
Psojae	control	SAMN09513426	PRJNA478334	root
Psojae	control	SAMN09513427	PRJNA478334	root
Psojae	control	SAMN09513428	PRJNA478334	root
Psojae	control	SAMN09513429	PRJNA478334	root
Psojae	control	SAMN09513430	PRJNA478334	root
Psojae	control	SAMN09513431	PRJNA478334	root
Psojae	control	SAMN09513432	PRJNA478334	root
Psojae	control	SAMN09513433	PRJNA478334	root
Psojae	control	SAMN09513434	PRJNA478334	root
Psojae	control	SAMN09513435	PRJNA478334	root
Psojae	control	SAMN09513436	PRJNA478334	root
Psojae	control	SAMN09513437	PRJNA478334	root
Psojae	control	SAMN09513438	PRJNA478334	root
Psojae	control	SAMN09513439	PRJNA478334	root
Psojae	control	SAMN09513440	PRJNA478334	root
Psojae	control	SAMN09513441	PRJNA478334	root
Psojae	control	SAMN09513442	PRJNA478334	root
Psojae	control	SAMN09513443	PRJNA478334	root
Psojae	control	SAMN09513444	PRJNA478334	root
Psojae	control	SAMN09513445	PRJNA478334	root
Psojae	control	SAMN09513446	PRJNA478334	root
Psojae	control	SAMN09513447	PRJNA478334	root
Psojae	control	SAMN09513448	PRJNA478334	root
Psojae	control	SAMN09513449	PRJNA478334	root
Psojae	control	SAMN09513450	PRJNA478334	root
Psojae	control	SAMN09513451	PRJNA478334	root
Psojae	control	SAMN09513452	PRJNA478334	root
Psojae	control	SAMN09513454	PRJNA478334	root
Psojae	control	SAMN09513453	PRJNA478334	root
Psojae	control	SAMN09513455	PRJNA478334	root
Psojae	control	SAMN09513456	PRJNA478334	root
Psojae	control	SAMN09513457	PRJNA478334	root
Psojae	control	SAMN09513458	PRJNA478334	root
